year,annual-hydric-deficit
1987,1420
1988,1383
1989,1422
1990,975
1991,1123
1992,1189
1993,1179
1994,1302
1995,1304
1996,1196
1997,1147
1998,1226
1999,1187
2000,1280
2001,1306
2002,1198
2003,1268
2004,1238
2005,1296
2006,1247
2007,1186
2008,1060
2009,1233
2010,1361
2011,1450
2012,1484
2013,1320
2014,1425
2015,1269
2016,1166
