year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,174,506,598,142
1988,211,392,606,174
1989,195,477,575,175
1990,144,315,414,103
1991,137,384,468,133
1992,158,406,468,156
1993,148,403,487,140
1994,195,457,517,133
1995,196,443,512,152
1996,162,433,457,144
1997,168,393,433,152
1998,163,419,506,138
1999,166,417,473,132
2000,185,429,492,175
2001,214,452,475,165
2002,172,419,448,159
2003,179,443,497,149
2004,159,420,483,176
2005,177,454,505,160
2006,158,461,497,132
2007,154,406,479,146
2008,157,361,430,112
2009,150,437,496,151
2010,167,454,571,169
2011,174,509,587,179
2012,234,497,593,160
2013,169,410,560,181
2014,186,510,547,182
2015,170,473,504,123
2016,152,422,482,109
