year,annual-estival-days
1987,107
1988,83
1989,101
1990,75
1991,104
1992,71
1993,82
1994,106
1995,91
1996,85
1997,98
1998,91
1999,106
2000,106
2001,102
2002,89
2003,112
2004,133
2005,110
2006,105
2007,106
2008,91
2009,130
2010,106
2011,130
2012,128
2013,101
2014,129
2015,101
2016,111
