year,A1,A2,A3
,label A1,label A2,label A3
1987,72,1948,511
1988,62,2082,506
1989,61,2094,454
1990,51,2219,420
1991,50,2002,421
1992,55,1972,386
1993,61,1902,468
1994,56,1970,486
1995,62,1907,432
1996,45,2112,329
1997,41,2083,388
1998,55,2047,422
1999,53,2132,443
2000,63,2089,518
2001,43,2304,350
2002,54,2081,399
2003,50,1754,390
2004,58,2121,468
2005,78,2235,629
2006,58,2015,399
2007,51,2126,398
2008,58,2008,467
2009,51,2184,385
2010,54,2048,408
2011,65,2077,546
2012,47,2139,412
2013,56,2067,426
2014,83,1998,591
2015,60,2098,445
2016,57,2074,460
2016
2017,92,1700,691
2018,86,1852,685
2019,97,1962,724
2020,98,1798,734
2021,69,2079,585
2022,66,1652,508
2023,94,2024,721
2024,73,1995,609
2025,73,1939,499
2026,55,1968,463
2027,83,1632,783
2028,97,1906,734
2029,76,1977,638
2030,71,1663,578
2031,90,1719,671
2032,86,1942,607
2033,82,1975,651
2034,75,1801,548
2035,84,2004,626
2036,78,1959,610
2037,77,2029,614
2038,86,1918,667
2039,76,1892,570
2040,104,1761,713
2041,87,1915,616
2042,73,1995,558
2043,60,2089,443
2044,67,2034,586
2045,87,1888,602
2046,85,1985,708

min.,,1000
max.,,3000
steps.,,11
decimals
