year,annual-precipitations
1987,295
1988,302
1989,337
1990,308
1991,389
1992,268
1993,259
1994,235
1995,175
1996,405
1997,472
1998,188
1999,303
2000,379
2001,394
2002,433
2003,538
2004,395
2005,388
2006,381
2007,350
2008,519
2009,481
2010,533
2011,382
2012,467
2013,526
2014,564
2015,298
2016,492
