year,annual-average-temperature
1987,13.6
1988,13.3
1989,14.0
1990,12.4
1991,13.2
1992,12.9
1993,12.8
1994,14.2
1995,13.5
1996,12.8
1997,13.5
1998,12.9
1999,12.9
2000,13.3
2001,13.3
2002,13.4
2003,13.9
2004,13.9
2005,12.5
2006,13.6
2007,13.6
2008,13.4
2009,14.7
2010,13.3
2011,15.1
2012,14.7
2013,13.0
2014,15.2
2015,13.9
2016,13.7
