year,annual-precipitations
1987,569
1988,567
1989,335
1990,602
1991,461
1992,424
1993,608
1994,589
1995,539
1996,546
1997,574
1998,723
1999,566
2000,592
2001,816
2002,747
2003,475
2004,716
2005,601
2006,531
2007,804
2008,643
2009,588
2010,802
2011,540
2012,683
2013,558
2014,514
2015,436
2016,688

min,300
max,2000
steps,10
decimal
