year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-4.8,9.3,14.0,4.2
1988,0.1,10.8,15.6,3.1
1989,3.0,10.8,15.7,4.0
1990,3.8,11.4,14.4,4.2
1991,0.0,9.0,16.1,4.2
1992,1.3,11.0,16.1,2.7
1993,0.0,11.5,13.5,2.2
1994,-0.5,10.0,16.2,3.7
1995,1.0,10.8,16.0,2.2
1996,-4.1,11.1,14.0,2.7
1997,0.1,10.1,16.5,3.0
1998,1.7,12.1,14.4,1.3
1999,0.7,11.6,17.0,3.7
2000,1.3,13.0,14.2,6.4
2001,-0.2,10.7,16.2,4.1
2002,2.5,12.6,17.3,1.7
2003,-1.3,11.5,16.6,3.9
2004,-0.4,10.8,16.0,4.9
2005,-0.3,11.0,16.7,4.2
2006,-3.1,11.4,18.1,7.4
2007,2.6,12.7,15.9,4.1
2008,2.5,11.6,15.8,4.9
2009,-0.2,11.4,16.7,3.7
2010,-2.4,11.0,17.2,1.5
2011,-0.9,12.6,16.6,5.5
2012,-0.2,11.5,16.5,3.7
2013,-2.3,12.2,15.8,5.6
2014,1.4,12.0,17.2,4.9
2015,2.1,11.0,17.0,5.6
2016,0.7,12.9,16.8,4.0
