year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,592,566,-115,-221,89,7.6,3018,21,16.3,111
1988,572,534,-103,-200,83,6.9,2837,18,16.6,129
1989,557,586,-164,-286,89,8.2,3266,30,16.3,107
1990,597,572,-111,-192,81,7.6,3093,23,16.0,118
1991,587,689,-320,-320,-1,8.5,3355,17,16.6,106
1992,648,540,-28,-139,83,6.9,2962,20,15.4,122
1993,519,656,-342,-381,47,7.9,3020,11,16.7,110
1994,576,699,-326,-345,29,7.7,3118,26,16.1,121
1995,737,529,65,-61,98,8.1,3156,22,15.0,94
1996,608,645,-285,-277,5,7.3,3074,4,15.3,97
1997,620,677,-274,-302,17,7.9,3168,20,16.3,107
1998,582,554,-116,-206,48,8.3,3162,26,15.7,100
1999,487,695,-463,-406,-22,7.6,3057,8,15.5,101
2000,482,651,-398,-414,41,8.1,3149,28,16.5,96
2001,624,543,-46,-197,91,7.9,3078,17,15.8,93
2002,672,566,-23,-170,108,7.1,2885,24,15.6,137
2003,611,564,-105,-177,41,7.9,3101,22,16.4,107
2004,675,593,-67,-213,81,8.0,3081,19,16.5,112
2005,507,576,-210,-277,32,7.7,2929,26,16.1,127
2006,534,591,-201,-349,115,8.6,3287,32,16.8,99
2007,627,561,-64,-220,112,7.8,3030,17,15.2,102
2008,672,570,-40,-107,55,7.2,3020,22,15.8,108
2009,743,564,47,-128,131,7.7,3079,13,15.5,108
2010,757,542,66,-79,117,8.4,3162,12,15.9,97
2011,633,572,-63,-208,122,7.2,2949,25,17.1,130
2012,617,504,-27,-159,103,6.3,2693,4,14.3,132
2013,625,543,-37,-139,81,6.3,2687,4,15.1,148
2014,567,556,-142,-180,41,8.7,3263,9,14.8,90
2015,685,508,34,-89,86,7.5,2883,7,14.5,88
2016,545,550,-142,-224,60,7.7,2959,14,16.1,128
2016
2017,469,538,-220,-342,99,7.8,3042,10,15.2,102
2018,618,575,-88,-234,109,7.9,3082,31,17.1,118
2019,628,546,-71,-134,54,8.6,3315,16,15.7,82
2020,524,532,-155,-211,30,7.8,2984,5,15.0,95
2021,752,621,-75,-88,17,7.3,2922,6,15.4,123
2022,524,565,-197,-279,95,8.9,3456,18,16.5,98
2023,705,740,-276,-261,7,8.3,3223,26,16.2,117
2024,693,708,-235,-272,18,9.5,3585,34,16.6,79
2025,609,538,-88,-177,60,8.7,3279,18,15.6,89
2026,578,741,-376,-416,59,8.1,3286,27,17.2,128
2027,535,636,-348,-333,0,8.5,3202,16,15.2,86
2028,615,525,-72,-175,80,8.9,3375,12,14.8,72
2029,625,695,-327,-309,-4,8.7,3374,17,16.9,91
2030,625,660,-245,-358,91,7.4,2965,14,16.6,134
2031,656,535,-24,-151,100,7.8,3058,8,15.9,114
2032,624,577,-113,-183,62,8.8,3356,29,16.8,109
2033,659,583,-67,-201,88,8.6,3358,33,16.1,118
2034,596,542,-126,-192,25,8.6,3342,4,16.1,75
2035,660,543,-29,-163,128,8.4,3137,14,15.5,98
2036,641,589,-89,-245,100,8.8,3454,26,16.9,91
2037,616,527,-67,-150,71,9.3,3438,8,16.0,47
2038,727,535,38,-104,137,8.5,3256,17,16.2,97
2039,610,616,-164,-306,116,9.4,3540,41,18.0,109
2040,554,593,-188,-303,81,8.4,3271,20,17.4,112
2041,508,551,-199,-286,79,8.2,3215,16,16.8,101
2042,704,557,-2,-97,70,8.5,3267,17,16.6,91
2043,608,538,-85,-245,99,8.4,3182,12,15.5,96
2044,614,604,-139,-249,77,8.4,3336,30,15.6,97
2045,639,583,-102,-219,75,9.5,3613,29,16.3,89
2046,616,599,-128,-271,127,8.7,3389,27,17.2,91

min,200,400,,,,6,2500,,12,30
max,1100,1000,,,,14,5000,,24,150
steps,10,11,,,,9,11,,5,9
decimal

