year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,105,160,0
1988,111,163,1
1989,9,145,1
1990,89,143,1
1991,91,142,0
1992,111,156,0
1993,92,153,0
1994,93,152,0
1995,70,150,0
1996,100,156,0
1997,101,153,0
1998,82,148,0
1999,82,152,0
2000,82,145,1
2001,103,153,0
2002,108,155,0
2003,81,151,0
2004,92,150,1
2005,95,161,0
2006,76,142,1
2007,104,153,0
2008,104,155,0
2009,100,146,0
2010,9,148,0
2011,117,161,0
2012,95,159,0
2013,109,159,0
2014,89,141,1
2015,75,153,0
2016,111,165,1
2016
2017,96,154,0
2018,109,163,0
2019,80,143,0
2020,101,158,0
2021,125,165,0
2022,88,146,1
2023,99,157,0
2024,80,143,0
2025,87,145,0
2026,109,159,0
2027,78,150,0
2028,69,137,0
2029,93,152,0
2030,109,160,0
2031,95,153,1
2032,90,147,0
2033,95,146,0
2034,82,144,0
2035,83,147,1
2036,96,145,0
2037,63,146,0
2038,92,153,0
2039,91,148,0
2040,84,147,0
2041,93,149,1
2042,95,153,0
2043,69,144,0
2044,89,135,1
2045,95,146,0
2046,100,149,0

min,,90,0
max,,190,6
steps,,11,7
decimal
