year,annual-frozen-days
1987,125
1988,130
1989,88
1990,66
1991,101
1992,105
1993,125
1994,109
1995,122
1996,143
1997,104
1998,98
1999,100
2000,74
2001,111
2002,93
2003,113
2004,96
2005,109
2006,90
2007,64
2008,60
2009,92
2010,116
2011,80
2012,89
2013,105
2014,78
2015,74
2016,82
