year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1052,10,-221,10
1988,920,10,-200,20
1989,1277,8,-286,3
1990,1270,10,-192,4
1991,1294,10,-320,7
1992,1087,8,-139,3
1993,1157,11,-381,0
1994,1146,10,-345,11
1995,1039,8,-61,4
1996,937,12,-277,1
1997,1183,10,-302,7
1998,1068,9,-206,12
1999,994,11,-406,10
2000,1129,11,-414,5
2001,1117,10,-197,2
2002,1138,8,-170,13
2003,1125,10,-177,8
2004,1217,10,-213,12
2005,1104,8,-277,20
2006,1328,10,-349,4
2007,1129,9,-220,3
2008,1089,9,-107,11
2009,1168,9,-128,1
2010,1094,8,-79,7
2011,1175,11,-208,8
2012,740,9,-159,14
2013,980,11,-139,12
2014,1133,9,-180,7
2015,796,8,-89,5
2016,998,10,-224,19
2016
2017,993,10,-342,3
2018,1134,10,-234,14
2019,1071,11,-134,6
2020,936,9,-211,5
2021,918,10,-88,16
2022,1319,12,-279,6
2023,1128,10,-261,17
2024,1443,9,-272,0
2025,1192,8,-177,1
2026,1363,12,-416,7
2027,993,10,-333,3
2028,1079,10,-175,3
2029,1188,12,-309,10
2030,1086,11,-358,9
2031,1068,11,-151,4
2032,1297,9,-183,8
2033,1411,11,-201,6
2034,1029,13,-192,1
2035,1128,10,-163,1
2036,1340,9,-245,2
2037,1050,11,-150,1
2038,1137,9,-104,6
2039,1466,11,-306,2
2040,1332,11,-303,1
2041,1180,11,-286,0
2042,1163,11,-97,4
2043,1046,11,-245,11
2044,1313,8,-249,1
2045,1341,10,-219,2
2046,1354,11,-271,2
