year,annual-estival-days
1987,4
1988,4
1989,19
1990,11
1991,9
1992,21
1993,16
1994,21
1995,30
1996,14
1997,25
1998,8
1999,25
2000,18
2001,12
2002,23
2003,15
2004,9
2005,16
2006,30
2007,15
2008,9
2009,13
2010,27
2011,12
2012,20
2013,19
2014,26
2015,23
2016,19

min,16
max,130
steps,9
decimal
