year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-0.9,12.1,17.3,5.8
1988,3.7,13.6,17.1,6.0
1989,4.6,13.1,17.8,5.6
1990,5.3,12.6,16.4,5.5
1991,2.2,10.6,18.2,4.4
1992,3.6,13.8,18.4,5.5
1993,2.7,15.0,16.8,4.7
1994,4.3,13.7,18.9,7.2
1995,3.9,13.0,18.2,5.5
1996,0.7,12.9,15.9,4.8
1997,3.5,12.7,18.3,5.7
1998,4.7,14.4,17.1,4.8
1999,3.8,14.1,19.2,5.5
2000,4.7,15.1,17.1,7.2
2001,4.2,13.5,17.8,6.1
2002,4.4,14.3,17.6,6.7
2003,2.8,15.8,20.0,5.5
2004,3.2,13.1,17.7,5.6
2005,2.6,14.2,17.7,6.2
2006,1.1,14.1,19.4,8.5
2007,6.0,15.9,16.7,5.4
2008,4.8,14.5,17.0,5.7
2009,1.6,14.9,18.4,6.4
2010,1.6,13.2,17.4,4.3
2011,3.8,15.3,17.8,6.7
2012,3.3,14.0,18.0,6.1
2013,1.3,12.9,18.2,6.8
2014,5.8,14.5,17.8,7.7
2015,3.5,13.9,19.2,8.1
2016,4.2,13.7,19.4,5.5
