year,A1,A2,A3
,label A1,label A2,label A3
1987,44,3064,265
1988,30,2716,216
1989,16,2982,139
1990,29,3232,190
1991,27,3000,216
1992,18,3102,125
1993,43,3015,308
1994,20,3259,140
1995,15,2887,125
1996,5,3274,65
1997,2,2794,53
1998,21,3125,143
1999,3,2972,77
2000,11,2948,129
2001,6,2968,76
2002,14,3052,117
2003,18,3222,116
2004,13,2924,106
2005,18,3032,133
2006,19,2982,131
2007,20,3084,150
2008,29,3173,174
2009,13,3223,102
2010,16,3365,140
2011,10,3060,83
2012,14,2931,102
2013,14,3072,111
2014,30,3047,216
2015,30,2918,192
2016,15,2887,122
2016
2017,27,2856,208
2018,35,2817,192
2019,18,2781,129
2020,8,2569,79
2021,12,2915,91
2022,40,2869,235
2023,31,2869,250
2024,5,2386,71
2025,14,2974,104
2026,23,2727,185
2027,26,2594,186
2028,39,2406,258
2029,11,2372,125
2030,29,2611,211
2031,30,2862,183
2032,38,2664,238
2033,27,2564,202
2034,37,2776,242
2035,32,2732,190
2036,25,2771,168
2037,28,2405,227
2038,20,2821,158
2039,35,2682,236
2040,34,2615,221
2041,14,2344,87
2042,40,2787,255
2043,41,2745,247
2044,16,2760,134
2045,32,2975,186
2046,26,2740,209

min,,2000
max,,4000
steps,,9
decimal
