year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1770,12,-184,5
1988,1762,13,-223,6
1989,1680,11,-251,0
1990,1585,10,-245,5
1991,1557,11,-402,5
1992,1551,12,-149,7
1993,1822,14,-424,1
1994,1353,9,-375,7
1995,1737,11,-231,0
1996,1288,10,-333,17
1997,1360,9,-183,0
1998,1489,11,-194,3
1999,1327,9,-438,6
2000,1424,11,-389,11
2001,1328,10,-138,9
2002,1381,9,-121,5
2003,1261,9,-199,15
2004,1457,13,-270,1
2005,1627,11,-222,4
2006,1236,7,-157,5
2007,1585,11,-115,1
2008,1465,8,-187,8
2009,1536,11,-371,1
2010,1517,9,-145,5
2011,1048,9,-145,11
2012,1403,10,-190,1
2013,1591,11,-225,0
2014,1652,8,-173,0
2015,1479,10,-196,5
2016,1457,8,-246,11
2016
2017,1698,10,-269,4
2018,1445,10,-150,10
2019,1600,10,-206,1
2020,1473,12,-196,2
2021,1285,9,-185,0
2022,1593,10,-209,20
2023,1819,11,-420,0
2024,1487,12,-302,0
2025,1256,9,-174,18
2026,1501,11,-281,3
2027,1620,9,-227,11
2028,1751,10,-246,1
2029,1551,12,-333,1
2030,1492,11,-179,6
2031,1548,9,-257,1
2032,1747,10,-247,1
2033,1770,11,-249,0
2034,1653,10,-140,1
2035,1729,10,-309,3
2036,1643,10,-321,2
2037,1829,10,-259,0
2038,1676,9,-385,1
2039,1698,10,-186,0
2040,1683,12,-278,1
2041,1636,10,-288,0
2042,1808,11,-297,9
2043,1848,12,-276,1
2044,1498,10,-267,1
2045,1539,10,-278,6
2046,1519,10,-343,6

min,,4
max,,17
steps,,8
decimal
