year,annual-frozen-days
1987,92
1988,68
1989,70
1990,55
1991,92
1992,66
1993,77
1994,49
1995,69
1996,99
1997,74
1998,71
1999,60
2000,42
2001,68
2002,49
2003,79
2004,84
2005,74
2006,72
2007,44
2008,64
2009,69
2010,94
2011,61
2012,59
2013,78
2014,35
2015,59
2016,59
