year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,60,-6,-84,73
1988,178,-111,-141,105
1989,19,-145,-190,109
1990,27,-113,-108,120
1991,0,-134,-76,65
1992,82,-175,-189,121
1993,-32,-207,-204,189
1994,26,-173,-222,31
1995,92,-109,-35,89
1996,-3,-177,-249,161
1997,78,-68,-124,85
1998,-13,-167,-151,178
1999,54,-111,-168,90
2000,94,-223,-61,23
2001,87,-169,-201,113
2002,75,-115,-72,150
2003,-4,-239,-316,49
2004,15,-178,51,199
2005,153,-41,-39,108
2006,101,-62,-104,76
2007,64,-115,-75,67
2008,158,-93,-88,106
2009,107,-75,-55,184
2010,96,-100,-40,212
2011,58,-199,-90,111
2012,46,-106,-135,244
2013,67,-9,-108,157
2014,19,-186,62,135
2015,113,-163,-212,114
2016,205,42,-191,124
