year,annual-average-temperature
1987,8.6
1988,10.1
1989,10.3
1990,10.0
1991,8.9
1992,10.3
1993,9.9
1994,11.1
1995,10.2
1996,8.6
1997,10.1
1998,10.3
1999,10.7
2000,11.0
2001,10.4
2002,10.8
2003,11.1
2004,9.9
2005,10.2
2006,10.8
2007,11.0
2008,10.5
2009,10.4
2010,9.2
2011,10.9
2012,10.4
2013,9.9
2014,11.5
2015,11.2
2016,10.7

min,6
max,14
steps,9
decimal
