year,A1,A2,A3
,label A1,label A2,label A3
1987,19,3079,128
1988,6,3312,64
1989,11,3033,91
1990,19,3034,139
1991,12,3151,107
1992,24,3325,144
1993,2,3036,23
1994,21,3234,187
1995,15,3148,114
1996,11,3168,90
1997,7,3233,84
1998,15,3126,100
1999,10,2793,124
2000,14,2981,101
2001,6,3027,80
2002,12,3035,101
2003,8,3154,68
2004,15,2951,112
2005,4,2924,68
2006,7,3036,70
2007,12,2888,93
2008,7,3079,58
2009,19,3119,116
2010,2,3132,59
2011,7,3300,75
2012,19,3246,140
2013,8,3344,73
2014,21,2908,150
2015,11,3410,93
2016,3,3227,46
2016
2017,7,2880,50
2018,15,2780,106
2019,23,3054,145
2020,37,3064,211
2021,23,2757,189
2022,21,2558,164
2023,20,2591,185
2024,33,3073,268
2025,20,2816,143
2026,13,3154,123
2027,35,2486,259
2028,22,2664,149
2029,10,2744,144
2030,15,2761,188
2031,26,2642,156
2032,36,2685,222
2033,14,3114,128
2034,20,2714,175
2035,42,2835,257
2036,27,3157,177
2037,40,2847,236
2038,26,2449,154
2039,27,2864,190
2040,30,2940,196
2041,40,3113,282
2042,22,2734,160
2043,27,2964,186
2044,29,2511,192
2045,13,3227,90
2046,24,2502,179
