year,annual-frozen-days
1987,102
1988,92
1989,85
1990,86
1991,100
1992,92
1993,92
1994,57
1995,90
1996,116
1997,88
1998,88
1999,88
2000,72
2001,94
2002,79
2003,110
2004,105
2005,95
2006,91
2007,52
2008,75
2009,72
2010,104
2011,85
2012,69
2013,86
2014,55
2015,72
2016,72
