year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-2.7,12.3,17.7,5.0
1988,1.8,13.6,17.3,4.4
1989,3.2,12.6,17.4,3.6
1990,3.1,13.0,16.5,4.6
1991,1.1,11.6,18.1,3.1
1992,2.2,13.7,19.1,4.1
1993,0.7,14.9,16.8,4.3
1994,3.7,13.5,19.5,5.8
1995,2.6,13.3,17.9,4.4
1996,-1.3,14.0,15.9,4.2
1997,2.1,13.5,17.7,4.5
1998,3.0,15.3,17.4,3.7
1999,1.7,14.2,18.6,4.3
2000,2.3,15.8,17.4,5.8
2001,2.0,13.4,16.9,4.1
2002,3.1,15.2,18.0,4.7
2003,0.1,16.1,19.5,4.0
2004,1.6,13.5,18.0,5.1
2005,0.7,14.6,17.7,4.4
2006,-1.4,14.3,18.9,6.6
2007,5.6,16.1,17.2,4.0
2008,3.7,14.8,17.5,5.7
2009,0.8,15.5,19.0,5.3
2010,0.9,14.0,17.9,3.6
2011,2.3,15.6,18.5,5.6
2012,2.2,15.0,18.6,5.0
2013,1.0,14.0,18.8,5.9
2014,4.5,14.6,18.0,7.3
2015,2.9,14.2,19.9,6.8
2016,3.4,14.3,19.1,4.5
