year,annual-average-temperature
1987,8.1
1988,9.3
1989,9.2
1990,9.3
1991,8.5
1992,9.8
1993,9.3
1994,10.7
1995,9.6
1996,8.2
1997,9.5
1998,9.9
1999,9.8
2000,10.3
2001,9.2
2002,10.3
2003,10.0
2004,9.6
2005,9.4
2006,9.7
2007,10.7
2008,10.4
2009,10.2
2010,9.1
2011,10.5
2012,10.2
2013,10.0
2014,11.1
2015,11.0
2016,10.3
