year,annual-frozen-days
1987,78
1988,43
1989,65
1990,48
1991,72
1992,54
1993,64
1994,36
1995,59
1996,84
1997,71
1998,68
1999,50
2000,30
2001,58
2002,46
2003,80
2004,65
2005,68
2006,72
2007,44
2008,59
2009,71
2010,78
2011,49
2012,49
2013,67
2014,21
2015,49
2016,51
