year,annual-average-temperature
1987,9.7
1988,11.1
1989,11.0
1990,11.2
1991,10.4
1992,11.3
1993,10.8
1994,12.0
1995,11.1
1996,9.7
1997,10.9
1998,11.1
1999,11.4
2000,12.2
2001,11.5
2002,11.7
2003,11.8
2004,11.1
2005,11.2
2006,11.6
2007,11.8
2008,11.4
2009,11.4
2010,10.3
2011,12.0
2012,11.5
2013,10.9
2014,12.6
2015,12.2
2016,11.5

min,6
max,14
steps,9
decimal
