year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1588,9,-233,0
1988,1890,11,-339,0
1989,1765,9,-259,3
1990,1813,12,-364,1
1991,1631,9,-184,4
1992,1785,11,-325,2
1993,1580,11,-351,1
1994,1591,10,-449,0
1995,1746,12,-204,1
1996,1889,12,-334,0
1997,1514,10,-262,1
1998,1628,11,-210,4
1999,1648,11,-372,3
2000,1675,10,-335,3
2001,1890,10,-323,0
2002,1685,12,-200,4
2003,1608,11,-308,0
2004,1854,12,-327,0
2005,1700,10,-234,4
2006,1660,12,-218,0
2007,1846,11,-188,0
2008,1689,10,-328,1
2009,1736,11,-188,2
2010,1547,10,-299,4
2011,1589,11,-224,0
2012,1853,11,-255,3
2013,1744,11,-307,6
2014,1805,11,-246,1
2015,1716,11,-305,0
2016,1668,9,-309,0
2016
2017,1932,11,-332,2
2018,1777,11,-290,4
2019,1832,11,-289,5
2020,1816,12,-364,3
2021,2111,13,-448,0
2022,1842,12,-327,0
2023,1855,10,-474,1
2024,1853,12,-404,0
2025,2300,12,-306,2
2026,1904,11,-395,2
2027,2210,10,-522,1
2028,1916,13,-311,4
2029,1933,10,-483,1
2030,1995,12,-463,8
2031,2093,12,-297,2
2032,1824,13,-355,4
2033,1957,13,-378,3
2034,1789,12,-256,0
2035,1794,11,-218,5
2036,1968,12,-365,1
2037,1829,11,-235,1
2038,1659,11,-218,3
2039,1846,12,-301,1
2040,2106,12,-304,0
2041,1984,13,-399,1
2042,2135,13,-376,2
2043,1631,12,-303,5
2044,1812,13,-221,5
2045,2029,12,-290,1
2046,2129,12,-330,4

min,,4
max,,17
steps,,8
decimal
