year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,0.4,12.9,18.7,6.7
1988,5.1,14.6,18.0,6.8
1989,5.4,14.0,18.6,5.9
1990,6.4,13.9,17.8,6.6
1991,3.5,12.4,19.9,5.5
1992,4.4,15.1,19.3,6.5
1993,4.0,15.7,17.5,5.9
1994,5.6,14.4,19.5,8.4
1995,5.2,13.8,18.6,6.7
1996,1.9,14.0,16.8,5.9
1997,4.3,13.9,18.8,6.5
1998,5.4,15.2,18.0,5.7
1999,4.6,15.0,19.6,6.4
2000,5.6,15.9,18.3,8.8
2001,5.9,14.3,18.5,6.9
2002,5.6,15.1,17.9,8.2
2003,3.6,16.7,20.5,6.3
2004,4.3,14.4,19.0,6.6
2005,3.6,15.6,18.5,6.7
2006,1.9,15.1,20.1,9.2
2007,6.8,16.9,17.5,5.9
2008,5.7,15.3,17.8,6.7
2009,2.5,16.1,19.3,7.7
2010,3.0,14.3,18.4,5.3
2011,5.2,16.5,18.7,7.6
2012,4.2,15.3,18.9,7.4
2013,2.3,14.0,19.4,7.7
2014,6.9,15.7,18.8,9.0
2015,4.4,15.1,20.1,9.0
2016,5.4,14.5,20.0,5.9
