year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,18,21,-27,101
1988,74,-137,-51,128
1989,-21,-81,-168,98
1990,7,-139,-135,98
1991,-17,-181,-110,54
1992,31,-189,-102,87
1993,-66,-186,-116,90
1994,22,-46,-103,24
1995,52,-14,-17,31
1996,-25,-62,-149,144
1997,-6,-119,-174,98
1998,-38,-74,-151,78
1999,89,-110,-96,143
2000,26,-104,-65,78
2001,94,-125,-126,82
2002,-4,-91,-24,160
2003,-26,-180,-262,65
2004,21,-155,-153,133
2005,15,-152,-119,36
2006,27,-156,-74,85
2007,57,-172,-56,21
2008,-7,-115,-88,60
2009,53,-188,-142,111
2010,-9,-76,-47,154
2011,-37,-215,-74,44
2012,-40,-148,-131,135
2013,15,-40,-185,156
2014,-32,-234,43,86
2015,15,-179,-235,6
2016,47,97,-218,14
