year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,52,131,0
1988,73,118,0
1989,58,130,1
1990,35,126,1
1991,59,121,0
1992,60,123,1
1993,59,125,0
1994,70,127,0
1995,62,111,0
1996,69,120,1
1997,51,128,0
1998,61,124,0
1999,62,137,0
2000,62,125,1
2001,59,114,0
2002,63,133,0
2003,75,137,0
2004,59,120,0
2005,75,131,0
2006,71,131,0
2007,59,122,0
2008,57,121,0
2009,60,127,0
2010,71,131,0
2011,47,128,0
2012,60,125,0
2013,75,128,1
2014,37,115,0
2015,56,130,1
2016,53,116,0
2016
2017,64,134,0
2018,32,120,0
2019,75,124,0
2020,47,124,2
2021,67,134,0
2022,48,109,0
2023,49,123,0
2024,58,120,0
2025,40,121,0
2026,54,126,0
2027,55,125,1
2028,56,126,0
2029,57,124,0
2030,64,131,0
2031,67,126,2
2032,34,115,1
2033,54,131,1
2034,59,126,0
2035,46,129,0
2036,59,121,1
2037,21,127,1
2038,73,134,1
2039,58,121,0
2040,56,124,0
2041,66,130,1
2042,66,120,2
2043,48,136,1
2044,50,133,1
2045,48,115,0
2046,59,124,1
