year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,102,276,258,176
1988,159,156,233,185
1989,68,221,143,166
1990,119,152,175,178
1991,71,101,226,120
1992,121,139,207,162
1993,37,133,185,166
1994,122,246,206,106
1995,161,255,280,88
1996,52,230,146,214
1997,89,186,129,172
1998,68,234,144,148
1999,169,174,205,210
2000,113,206,216,157
2001,183,173,185,153
2002,99,225,249,228
2003,71,167,111,133
2004,120,158,152,196
2005,96,160,173,99
2006,101,155,256,165
2007,158,175,225,101
2008,102,191,202,134
2009,132,140,177,191
2010,81,220,256,225
2011,62,132,229,123
2012,69,166,189,210
2013,88,236,138,222
2014,79,104,332,161
2015,115,147,133,89
2016,147,371,106,78
