year,annual-hydric-deficit
1987,114
1988,14
1989,-172
1990,-169
1991,-253
1992,-172
1993,-277
1994,-103
1995,52
1996,-92
1997,-202
1998,-184
1999,27
2000,-65
2001,-75
2002,42
2003,-403
2004,-154
2005,-220
2006,-118
2007,-151
2008,-150
2009,-166
2010,22
2011,-282
2012,-184
2013,-55
2014,-137
2015,-393
2016,-59
