year,annual-estival-days
1987,41
1988,45
1989,70
1990,49
1991,63
1992,62
1993,51
1994,58
1995,54
1996,44
1997,64
1998,47
1999,56
2000,55
2001,56
2002,48
2003,100
2004,58
2005,62
2006,71
2007,66
2008,56
2009,63
2010,51
2011,75
2012,69
2013,60
2014,56
2015,65
2016,69
