year,annual-estival-days
1987,22
1988,34
1989,33
1990,35
1991,32
1992,50
1993,37
1994,39
1995,48
1996,29
1997,37
1998,53
1999,55
2000,55
2001,49
2002,59
2003,80
2004,38
2005,46
2006,59
2007,54
2008,46
2009,47
2010,43
2011,43
2012,49
2013,38
2014,38
2015,51
2016,56
