year,annual-precipitations
1987,784
1988,575
1989,331
1990,302
1991,195
1992,279
1993,279
1994,302
1995,551
1996,532
1997,482
1998,445
1999,419
2000,458
2001,494
2002,881
2003,295
2004,461
2005,381
2006,347
2007,503
2008,435
2009,507
2010,626
2011,442
2012,550
2013,520
2014,580
2015,505
2016,465
