year,annual-frozen-days
1987,99
1988,76
1989,73
1990,65
1991,91
1992,66
1993,96
1994,71
1995,92
1996,121
1997,87
1998,91
1999,90
2000,61
2001,95
2002,76
2003,100
2004,88
2005,95
2006,96
2007,59
2008,65
2009,70
2010,110
2011,89
2012,71
2013,93
2014,63
2015,62
2016,65
