year,A1,A2,A3
,label A1,label A2,label A3
1987,2,3423,29
1988,12,3344,98
1989,15,3579,119
1990,11,3317,91
1991,20,3450,137
1992,4,3554,43
1993,0,3611,18
1994,3,3465,59
1995,6,3489,58
1996,1,3179,26
1997,4,3511,41
1998,15,3239,106
1999,8,3278,111
2000,6,3651,69
2001,6,3429,50
2002,1,3382,30
2003,14,3282,108
2004,5,3504,51
2005,14,3330,102
2006,11,3268,82
2007,9,3344,87
2008,12,3572,100
2009,8,3698,85
2010,5,3307,70
2011,3,3326,46
2012,8,3207,60
2013,8,3604,68
2014,7,3551,64
2015,0,3327,11
2016,21,3331,141
2016
2017,20,3074,144
2018,4,3024,38
2019,0,3078,21
2020,7,3071,87
2021,15,3024,180
2022,16,2881,109
2023,25,3252,207
2024,4,3281,42
2025,15,3237,98
2026,8,2887,88
2027,10,3256,85
2028,10,3345,71
2029,13,3353,149
2030,7,3498,54
2031,15,3100,108
2032,8,3039,82
2033,17,3302,126
2034,20,3254,119
2035,11,3027,101
2036,30,3198,244
2037,8,3042,46
2038,7,3212,53
2039,27,3223,163
2040,7,2889,59
2041,16,3357,120
2042,11,3138,76
2043,23,3082,172
2044,3,2910,36
2045,8,2745,65
2046,10,3160,105

min,,2000
max,,4000
steps,,9
decimal
