year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,1056,8,-189,0
1988,1190,10,-116,10
1989,1082,9,-268,14
1990,1310,9,-202,4
1991,1235,8,-80,12
1992,732,7,-14,19
1993,1012,10,-336,5
1994,1229,9,-197,2
1995,1225,10,-191,11
1996,976,9,-300,10
1997,1197,9,-228,0
1998,1210,9,-121,1
1999,1351,9,-411,2
2000,1116,10,-260,5
2001,920,7,-12,9
2002,1105,9,56,11
2003,1266,10,-251,2
2004,994,7,-157,12
2005,1160,8,-152,4
2006,1134,6,-92,1
2007,1168,8,-241,6
2008,1096,9,-252,3
2009,1123,10,-180,7
2010,1146,7,-229,11
2011,1023,6,-203,9
2012,1040,11,-135,14
2013,1010,10,-148,7
2014,902,7,-137,4
2015,959,8,-187,4
2016,1284,12,-226,11
2016
2017,1384,9,-185,2
2018,1035,9,-212,6
2019,1043,11,-232,6
2020,1330,10,-217,16
2021,1464,10,-188,1
2022,1386,9,-250,3
2023,1434,9,-383,6
2024,1141,10,-389,7
2025,1247,8,-252,0
2026,1315,12,-346,2
2027,1305,11,-333,5
2028,1259,9,-94,3
2029,1352,10,-472,1
2030,990,9,-258,11
2031,1234,9,-191,5
2032,1258,8,-190,0
2033,1441,9,-197,2
2034,1102,11,-213,9
2035,1431,11,-228,7
2036,1645,12,-328,4
2037,1119,8,-281,2
2038,1040,12,-146,8
2039,1430,11,-225,5
2040,1221,10,-231,0
2041,1075,10,-59,25
2042,1129,8,-99,5
2043,1341,10,-338,8
2044,970,9,-150,8
2045,1279,9,-143,3
2046,1254,10,-255,7

min,,4
max,,17
steps,,8
decimal
