year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1,label C2-LCF,label C3,label C12,label M1-LCF,label M2,label M8,label Co2,label Co3
1987,7,32,-60,1,0,-137,68,48,130
1988,8,20,-106,2,6,-147,61,46,214
1989,2,40,-57,6,10,-197,76,36,99
1990,17,46,-146,1,4,-227,53,36,201
1991,15,45,-65,2,13,-37,67,28,294
1992,11,41,-20,3,4,-51,78,35,208
1993,0,46,-128,3,0,-239,74,34,106
1994,10,47,-76,2,8,-153,57,45,196
1995,12,47,-82,3,4,-130,55,38,155
1996,9,18,-145,1,1,-263,59,23,132
1997,7,27,-125,4,3,-221,65,62,205
1998,16,23,-122,2,10,-165,66,30,253
1999,14,41,-172,3,10,-312,61,34,128
2000,4,33,-97,1,6,-225,74,53,176
2001,3,33,-42,1,4,37,64,42,226
2002,5,48,-92,2,0,-26,52,35,266
2003,12,14,-129,2,12,-195,69,45,152
2004,7,35,-80,3,5,-118,59,46,202
2005,4,27,-57,2,11,-119,67,45,161
2006,6,27,-94,1,7,-129,57,36,219
2007,13,42,-87,1,4,-214,63,41,127
2008,5,54,-75,2,9,-163,69,40,82
2009,3,52,-82,4,9,-178,60,41,128
2010,12,49,-112,1,2,-175,61,20,133
2011,4,43,-97,2,2,-233,60,39,183
2012,2,18,-106,3,4,-63,64,42,158
2013,9,35,-3,2,6,-57,77,37,85
2014,2,36,-54,1,6,-90,79,41,171
2015,1,32,-64,0,0,-129,65,46,153
2016,17,26,-51,3,14,-175,64,38,106
2016
2017,25,33,-36,4,14,-100,61,31,140
2018,4,26,-66,2,2,-134,67,30,98
2019,0,14,-18,1,0,-137,74,47,37
2020,12,17,-83,4,5,-191,60,37,169
2021,23,31,-35,2,10,-152,56,23,131
2022,5,20,-47,2,7,-189,58,34,82
2023,21,25,-123,1,16,-324,62,43,99
2024,7,38,-107,3,1,-292,58,33,96
2025,13,33,-82,3,1,-207,64,32,79
2026,12,22,-86,1,3,-254,64,31,115
2027,11,31,-106,3,5,-220,55,40,56
2028,6,44,-18,1,0,-24,58,39,115
2029,25,31,-173,5,7,-364,58,46,83
2030,7,52,-93,3,2,-181,75,44,120
2031,5,28,-51,3,6,-149,63,24,162
2032,17,27,-90,4,2,-131,53,27,157
2033,11,43,-52,0,12,-138,55,41,139
2034,21,32,-67,1,8,-176,71,25,111
2035,12,29,-49,1,4,-142,51,25,88
2036,23,44,-174,1,8,-262,52,28,100
2037,10,27,-80,2,5,-203,68,31,79
2038,3,39,-3,3,0,-77,70,35,130
2039,15,35,-56,4,9,-175,55,30,149
2040,3,12,-78,4,6,-191,67,41,76
2041,7,47,26,2,6,-46,69,20,172
2042,5,36,-50,2,7,-125,78,26,167
2043,18,25,-123,0,14,-278,67,24,62
2044,4,23,-46,4,0,-124,82,21,135
2045,10,5,-53,1,2,-83,62,19,196
2046,14,35,-104,2,3,-237,56,21,125
