year,annual-hydric-deficit
1987,133
1988,-161
1989,-431
1990,-507
1991,-515
1992,-518
1993,-501
1994,-511
1995,-138
1996,-77
1997,-234
1998,-435
1999,-417
2000,-337
2001,-285
2002,58
2003,-641
2004,-281
2005,-353
2006,-425
2007,-298
2008,-268
2009,-203
2010,-64
2011,-349
2012,-193
2013,-174
2014,-149
2015,-289
2016,-285
