year,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10
1987,573,553,-124,-251,58,6.5,2761,17,15.1,133
1988,592,609,-177,-311,84,8.5,3458,39,16.1,92
1989,785,569,63,-167,138,8.0,3221,22,15.5,104
1990,837,577,98,-32,56,8.2,3314,22,15.0,100
1991,801,647,-58,-168,38,7.9,3163,19,15.1,108
1992,681,576,-65,-127,25,8.8,3372,37,17.8,105
1993,780,643,-87,-213,101,8.1,3175,18,16.3,93
1994,824,634,-6,-154,124,6.5,2700,15,12.4,121
1995,675,573,-48,-195,51,7.8,3042,20,16.0,118
1996,767,695,-142,-221,46,7.3,2988,30,16.1,113
1997,839,620,6,-128,48,7.1,2923,15,14.5,115
1998,702,573,-30,-130,38,8.4,3374,35,15.7,87
1999,644,726,-332,-308,-33,7.6,3150,20,14.4,113
2000,631,677,-235,-372,142,7.6,3064,46,15.9,122
2001,639,538,-48,-198,91,7.2,2827,13,14.0,110
2002,714,600,-24,-206,119,7.7,3125,36,15.7,119
2003,734,562,34,-90,68,6.6,2827,25,15.2,146
2004,896,575,167,-99,181,7.7,3002,16,15.6,108
2005,692,557,-16,-188,101,7.5,2956,29,14.8,117
2006,738,603,-12,-202,81,7.9,3194,41,17.1,126
2007,762,578,28,-203,141,7.8,3073,26,16.6,118
2008,954,528,281,22,150,7.8,3072,23,16.6,120
2009,783,566,75,-120,119,7.3,2955,24,14.5,120
2010,695,542,11,-108,29,7.3,2908,15,14.8,121
2011,695,532,21,-171,86,7.1,2874,14,15.0,109
2012,728,562,30,-159,98,7.2,2949,19,15.6,121
2013,626,553,-90,-191,62,8.3,3201,23,15.7,102
2014,615,541,-87,-156,92,8.3,3225,15,14.3,80
2015,701,567,-9,-178,104,8.0,3116,26,16.9,99
2016,649,563,-65,-171,65,8.2,3198,34,16.9,109
2016
2017,703,604,-67,-137,38,8.1,3150,34,16.5,121
2018,642,590,-116,-224,59,9.0,3397,31,16.2,100
2019,786,638,-14,-161,100,9.4,3621,74,18.0,101
2020,810,522,123,-150,159,8.0,3056,36,16.3,100
2021,794,685,-118,-290,101,9.6,3574,34,17.2,67
2022,746,581,-22,-193,74,9.7,3607,42,16.1,79
2023,626,694,-321,-384,38,8.5,3255,34,15.7,94
2024,531,673,-349,-393,45,8.5,3252,45,16.9,94
2025,750,557,30,-219,158,9.2,3423,37,17.0,87
2026,615,749,-366,-386,19,8.7,3462,44,17.3,118
2027,653,688,-239,-356,95,9.2,3480,35,16.7,88
2028,711,564,-8,-258,101,9.0,3410,25,16.6,86
2029,592,728,-422,-441,-13,9.9,3680,43,16.9,77
2030,678,709,-236,-400,127,8.7,3315,49,18.0,107
2031,601,601,-160,-208,27,9.0,3487,46,18.3,93
2032,475,590,-276,-353,14,8.8,3383,46,17.7,114
2033,637,570,-86,-237,85,8.5,3285,34,16.5,97
2034,706,584,-60,-244,113,9.1,3489,39,16.9,104
2035,859,569,141,-91,166,9.2,3486,37,16.0,81
2036,698,572,-47,-118,35,9.2,3455,25,16.2,81
2037,724,571,-17,-142,52,9.4,3505,33,16.2,78
2038,680,599,-76,-232,111,9.2,3502,35,16.5,98
2039,667,627,-111,-292,88,9.3,3531,49,17.9,93
2040,652,617,-135,-298,79,9.2,3486,49,17.7,88
2041,761,567,34,-97,97,8.9,3360,36,17.6,99
2042,670,543,-30,-223,129,8.6,3290,27,16.4,102
2043,772,596,26,-108,29,8.9,3372,44,17.7,96
2044,566,578,-167,-273,64,8.7,3415,33,17.6,91
2045,626,552,-88,-213,83,8.3,3208,14,15.5,93
2046,732,590,-21,-202,108,9.5,3521,22,16.0,66

min,200,400,,,,6,2500,,12,30
max,1100,1000,,,,14,5000,,24,150
steps,10,11,,,,9,11,,5,9
decimal

