year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,-4.1,10.4,15.3,3.9
1988,0.9,11.8,15.4,3.8
1989,2.6,11.3,15.9,3.7
1990,3.3,11.9,15.4,3.5
1991,0.6,9.7,16.8,2.8
1992,1.6,12.2,16.7,3.1
1993,-0.1,13.0,14.4,2.7
1994,1.9,11.5,17.1,4.9
1995,1.0,10.7,16.2,3.0
1996,-2.7,10.9,13.6,2.4
1997,1.2,10.7,16.2,3.4
1998,2.3,12.5,14.9,2.5
1999,1.2,11.8,16.9,3.3
2000,1.8,13.5,15.1,5.3
2001,1.1,11.0,15.4,4.1
2002,2.3,12.3,15.9,3.6
2003,-0.4,13.3,17.4,3.3
2004,0.6,11.3,15.9,3.9
2005,-0.1,12.3,15.9,4.1
2006,-1.7,12.0,17.5,6.7
2007,3.8,13.7,15.0,3.2
2008,2.7,12.3,15.5,4.1
2009,-0.6,12.8,16.7,4.1
2010,-1.5,11.1,15.7,1.8
2011,0.8,13.2,16.2,4.9
2012,0.6,12.2,16.3,3.9
2013,-1.8,11.0,16.4,4.9
2014,3.6,12.4,16.2,6.0
2015,1.5,11.6,17.5,6.5
2016,1.6,12.2,17.4,3.8
