year,annual-estival-days
1987,17
1988,25
1989,24
1990,35
1991,30
1992,29
1993,23
1994,39
1995,34
1996,16
1997,26
1998,24
1999,27
2000,30
2001,25
2002,25
2003,64
2004,25
2005,33
2006,39
2007,20
2008,26
2009,23
2010,24
2011,26
2012,31
2013,29
2014,22
2015,42
2016,31

min,16
max,130
steps,9
decimal
