year,A1,A2,A3
,label A1,label A2,label A3
1987,3,3868,33
1988,20,3326,126
1989,4,3365,55
1990,5,3282,59
1991,5,3378,54
1992,25,3318,156
1993,6,3331,59
1994,2,3648,21
1995,9,3486,55
1996,8,3636,67
1997,8,3554,46
1998,22,3267,105
1999,3,3417,40
2000,22,3612,171
2001,4,3496,29
2002,16,3546,104
2003,5,3862,51
2004,8,3433,50
2005,10,3479,68
2006,21,3523,129
2007,6,3518,65
2008,7,3519,61
2009,11,3496,76
2010,3,3556,33
2011,5,3594,35
2012,3,3598,39
2013,10,3280,65
2014,2,3117,34
2015,13,3451,93
2016,14,3377,102
2016
2017,16,3340,113
2018,19,3155,130
2019,38,3167,243
2020,14,3311,114
2021,14,2943,116
2022,18,2850,154
2023,14,3145,118
2024,18,3260,147
2025,13,3027,107
2026,15,3286,138
2027,6,3088,93
2028,13,3134,99
2029,17,2895,164
2030,23,3378,203
2031,30,3129,157
2032,20,3283,145
2033,12,3300,99
2034,25,3184,148
2035,13,3001,108
2036,9,2889,65
2037,11,2964,102
2038,9,3066,101
2039,29,3153,185
2040,26,3136,154
2041,20,3167,126
2042,18,3194,105
2043,21,3173,137
2044,17,3158,106
2045,4,3146,37
2046,5,2800,42

min,,2000
max,,4000
steps,,9
decimal
