year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,936,8,-251,12
1988,1446,8,-311,4
1989,1300,9,-167,6
1990,1260,9,-32,1
1991,1160,10,-168,10
1992,1425,11,-127,9
1993,1425,11,-213,0
1994,884,7,-154,7
1995,1203,8,-195,9
1996,1223,9,-221,2
1997,1129,8,-128,0
1998,1344,7,-130,1
1999,1219,8,-308,5
2000,1181,7,-372,16
2001,928,6,-198,11
2002,1363,9,-206,9
2003,1083,9,-90,13
2004,1233,9,-99,5
2005,1162,6,-188,4
2006,1378,9,-202,11
2007,1216,11,-203,8
2008,1143,10,22,17
2009,1153,7,-120,8
2010,1045,7,-108,8
2011,924,7,-171,7
2012,1136,8,-159,6
2013,1173,7,-191,7
2014,1117,7,-156,0
2015,1226,9,-178,5
2016,1264,10,-171,7
2016
2017,1321,8,-137,3
2018,1390,10,-224,3
2019,1688,10,-161,6
2020,1040,8,-150,5
2021,1377,10,-290,12
2022,1374,7,-193,8
2023,1071,8,-384,12
2024,1332,9,-393,8
2025,1349,10,-219,10
2026,1572,10,-386,3
2027,1449,10,-356,6
2028,1332,9,-258,4
2029,1401,9,-441,8
2030,1437,10,-400,13
2031,1507,11,-208,0
2032,1359,10,-353,9
2033,1358,10,-237,4
2034,1384,11,-244,6
2035,1345,9,-91,12
2036,1227,9,-118,7
2037,1338,9,-142,0
2038,1509,10,-232,2
2039,1530,11,-292,8
2040,1484,9,-298,5
2041,1336,10,-97,4
2042,1209,9,-223,9
2043,1469,9,-108,6
2044,1315,11,-273,8
2045,1170,10,-213,4
2046,1289,10,-202,6

min,,4
max,,17
steps,,8
decimal
