year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9-LCF
1987,2156,9,-524,2
1988,2188,12,-499,1
1989,1907,12,-450,1
1990,1991,11,-558,0
1991,2012,10,-596,1
1992,1896,10,-521,3
1993,2160,13,-707,1
1994,2041,14,-647,0
1995,2279,14,-638,0
1996,2049,13,-687,0
1997,2179,13,-575,0
1998,2098,13,-506,0
1999,2047,11,-536,1
2000,1958,12,-636,1
2001,2236,13,-438,0
2002,2060,9,-544,0
2003,1839,14,-549,5
2004,2063,11,-518,0
2005,1727,8,-581,0
2006,1988,9,-567,0
2007,1991,12,-358,6
2008,1958,12,-385,2
2009,2190,14,-571,5
2010,1998,9,-558,0
2011,2291,11,-633,0
2012,1976,11,-547,4
2013,2302,13,-554,0
2014,1891,11,-476,1
2015,1863,11,-487,1
2016,2177,9,-619,1
2016
2017,2341,12,-614,0
2018,2162,11,-553,0
2019,2209,11,-614,0
2020,2384,13,-483,0
2021,2064,10,-566,2
2022,1995,11,-520,0
2023,2424,12,-586,2
2024,2356,13,-720,0
2025,2211,11,-489,0
2026,2234,11,-696,0
2027,2260,12,-737,0
2028,2105,11,-570,4
2029,2013,11,-573,2
2030,2275,14,-750,0
2031,2189,12,-464,0
2032,2105,13,-526,8
2033,2524,14,-644,0
2034,2006,10,-491,0
2035,2394,12,-556,1
2036,2394,13,-651,0
2037,2325,13,-599,4
2038,1964,11,-497,0
2039,2257,11,-694,1
2040,2108,11,-660,0
2041,2170,11,-629,0
2042,2204,13,-558,0
2043,2119,12,-578,1
2044,2393,13,-624,3
2045,2267,12,-484,1
2046,2339,16,-587,0
