year,A1,A2,A3
,label A1,label A2,label A3
1987,68,2675,444
1988,41,2503,364
1989,47,2687,327
1990,36,2695,290
1991,33,2942,297
1992,40,2735,268
1993,55,2801,407
1994,31,2473,340
1995,63,2565,451
1996,44,2852,348
1997,54,2520,421
1998,46,2608,313
1999,46,2913,364
2000,37,2572,335
2001,59,2544,399
2002,54,2577,381
2003,29,3039,230
2004,36,2802,311
2005,19,2729,184
2006,36,2424,262
2007,51,2436,360
2008,45,3266,336
2009,55,3012,471
2010,39,2447,286
2011,53,2674,407
2012,37,2684,319
2013,79,2793,517
2014,39,2807,271
2015,37,2507,270
2016,64,2715,457
2016
2017,82,2320,549
2018,55,2478,417
2019,60,2196,400
2020,78,2682,528
2021,54,2415,440
2022,44,2528,275
2023,80,2586,590
2024,69,2483,544
2025,73,2567,462
2026,69,2575,481
2027,48,2455,492
2028,57,2756,413
2029,40,2137,293
2030,54,2447,439
2031,70,2182,447
2032,59,2734,429
2033,82,2545,579
2034,39,2283,310
2035,75,2351,568
2036,60,2419,397
2037,84,2257,591
2038,49,2603,347
2039,59,2504,453
2040,52,2422,389
2041,61,2436,426
2042,53,2659,388
2043,47,2393,367
2044,82,2086,530
2045,61,2106,399
2046,67,2397,452

min,,2000
max,,4000
steps,,9
decimal
