year,annual-estival-days
1987,74
1988,72
1989,62
1990,72
1991,67
1992,97
1993,78
1994,94
1995,71
1996,73
1997,88
1998,76
1999,76
2000,89
2001,82
2002,86
2003,121
2004,61
2005,62
2006,65
2007,89
2008,89
2009,100
2010,67
2011,108
2012,105
2013,82
2014,72
2015,81
2016,94

min,16
max,130
steps,9
decimal
