year,F1,F3,M4
,label F1,label F3,label M4-LCF
1987,60,121,1
1988,79,122,2
1989,54,131,2
1990,75,122,1
1991,80,123,2
1992,71,128,1
1993,74,124,4
1994,54,121,2
1995,53,120,3
1996,61,121,1
1997,79,129,3
1998,68,124,1
1999,71,126,1
2000,54,117,1
2001,82,129,1
2002,76,124,3
2003,69,128,2
2004,59,113,1
2005,74,129,1
2006,70,115,2
2007,46,118,0
2008,87,144,2
2009,85,134,1
2010,66,118,2
2011,74,119,1
2012,70,121,3
2013,76,116,1
2014,74,124,1
2015,68,128,1
2016,58,116,2
2016
2017,51,106,3
2018,63,120,2
2019,42,115,2
2020,80,127,1
2021,51,116,1
2022,73,124,2
2023,59,125,2
2024,55,124,3
2025,74,127,2
2026,70,131,3
2027,68,124,2
2028,64,125,4
2029,53,123,3
2030,52,113,3
2031,59,112,3
2032,70,135,2
2033,90,129,2
2034,57,115,3
2035,59,120,2
2036,56,127,3
2037,44,106,2
2038,82,133,2
2039,63,126,4
2040,73,124,3
2041,47,115,2
2042,77,126,2
2043,64,126,3
2044,56,106,2
2045,49,109,1
2046,65,112,2

min,,90,0
max,,190,6
steps,,11,7
decimal
