year,F1,F3,M4
,label F1,label F3,label M4
1987,71,137,1
1988,46,133,1
1989,64,129,2
1990,66,120,3
1991,63,136,2
1992,78,136,2
1993,70,130,1
1994,52,137,5
1995,73,129,2
1996,70,134,0
1997,72,145,2
1998,65,140,2
1999,44,125,2
2000,58,130,2
2001,94,138,0
2002,50,125,1
2003,62,135,3
2004,62,137,2
2005,49,120,0
2006,63,142,1
2007,62,129,0
2008,72,136,1
2009,91,140,2
2010,67,135,2
2011,50,125,1
2012,41,133,3
2013,47,130,1
2014,39,135,3
2015,62,130,0
2016,64,135,2
2016
2017,64,131,4
2018,57,123,3
2019,62,129,2
2020,50,108,5
2021,41,123,2
2022,69,131,3
2023,50,108,0
2024,57,126,3
2025,44,115,1
2026,40,124,0
2027,28,128,5
2028,40,120,2
2029,54,128,2
2030,72,140,3
2031,42,135,6
2032,45,123,2
2033,52,130,3
2034,42,130,3
2035,35,124,2
2036,67,130,5
2037,55,118,3
2038,70,140,2
2039,41,112,3
2040,58,124,1
2041,45,121,2
2042,49,123,2
2043,63,134,4
2044,55,126,2
2045,74,138,5
2046,43,120,2

min,,80,0
max,,170,8
steps,,10,9
decimal
