year,annual-average-temperature
1987,9.1
1988,10.4
1989,10.2
1990,10.5
1991,9.8
1992,10.3
1993,9.9
1994,11.3
1995,10.5
1996,9.5
1997,10.7
1998,10.1
1999,10.7
2000,11.1
2001,10.5
2002,11.1
2003,11.5
2004,10.3
2005,10.5
2006,10.9
2007,11.0
2008,10.3
2009,10.8
2010,9.6
2011,11.4
2012,10.7
2013,10.2
2014,11.6
2015,11.4
2016,10.7
