year,annual-precipitations
1987,833
1988,848
1989,674
1990,714
1991,629
1992,746
1993,820
1994,684
1995,887
1996,761
1997,692
1998,659
1999,899
2000,732
2001,798
2002,710
2003,503
2004,772
2005,594
2006,711
2007,768
2008,821
2009,714
2010,841
2011,669
2012,764
2013,977
2014,814
2015,556
2016,842
