year,annual-estival-days
1987,36
1988,32
1989,54
1990,47
1991,70
1992,51
1993,35
1994,52
1995,47
1996,43
1997,46
1998,48
1999,51
2000,45
2001,47
2002,40
2003,86
2004,52
2005,54
2006,60
2007,42
2008,37
2009,53
2010,38
2011,48
2012,48
2013,48
2014,37
2015,57
2016,50
