year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,0.3,11.8,18.0,6.2
1988,4.4,13.3,17.2,6.5
1989,4.1,13.0,17.9,5.7
1990,5.0,13.1,17.9,6.0
1991,3.0,11.5,19.7,4.8
1992,3.1,13.5,18.5,6.0
1993,3.4,13.9,16.9,5.3
1994,5.3,12.9,18.9,8.0
1995,4.6,12.6,17.9,6.7
1996,2.8,13.2,16.4,5.3
1997,4.2,13.2,18.7,6.6
1998,4.4,13.5,17.6,4.8
1999,4.1,13.5,19.1,5.7
2000,4.4,14.2,17.9,7.8
2001,5.3,13.1,17.5,5.8
2002,5.1,14.0,17.6,7.8
2003,3.5,15.9,20.5,5.9
2004,3.6,13.1,18.2,6.3
2005,2.8,14.4,18.5,6.2
2006,1.8,13.8,19.7,8.1
2007,5.9,15.8,16.6,5.5
2008,4.7,13.7,16.9,5.9
2009,2.3,14.9,18.8,6.9
2010,2.4,13.4,17.4,5.3
2011,4.4,15.3,17.9,7.9
2012,3.8,13.7,18.0,6.9
2013,2.4,12.3,18.6,7.3
2014,6.3,14.0,17.2,8.6
2015,4.0,14.1,18.8,8.2
2016,4.9,13.0,18.8,6.0
