year,C1,C2,C3,C12,M1,M2,M8,Co2,Co3
,label C1-EMU,label C2-EMU,label C3-EMU,label C12-EMU,label M1,label M2,label M8-EMU,label Co2,label Co3-EMU
1987,1,3,-126,4,0,-188,46,43,63
1988,12,0,-167,1,0,-261,35,49,49
1989,4,1,-166,3,0,-186,32,43,40
1990,6,0,-77,3,0,-136,49,51,53
1991,15,0,-207,8,0,-304,23,50,31
1992,7,0,-35,4,0,-79,47,61,63
1993,3,2,-235,6,0,-343,48,37,45
1994,10,7,-175,3,0,-281,35,41,53
1995,10,1,-142,5,0,-195,35,39,52
1996,11,0,-184,2,2,-280,32,27,57
1997,8,2,-167,4,0,-248,36,51,19
1998,10,0,-157,5,0,-183,29,49,46
1999,15,0,-219,3,1,-387,30,47,26
2000,2,1,-179,3,0,-243,41,41,55
2001,5,0,-106,4,0,-192,38,28,23
2002,14,0,-119,5,1,-172,46,34,26
2003,6,0,-129,4,0,-231,34,37,40
2004,17,4,-90,5,1,-193,48,24,61
2005,10,0,-122,4,1,-192,55,44,34
2006,1,0,-140,2,0,-236,54,39,32
2007,23,5,-104,4,0,-229,38,41,30
2008,10,0,-67,4,0,-152,42,36,29
2009,4,2,-101,5,0,-210,47,59,17
2010,11,1,-170,6,0,-218,31,35,17
2011,7,0,-129,3,0,-223,35,37,32
2012,18,0,-130,4,1,-246,49,45,26
2013,10,7,-53,4,1,-149,47,44,18
2014,8,5,-130,4,1,-186,48,45,50
2015,4,2,-62,5,0,-123,48,49,81
2016,3,0,-112,3,0,-140,31,41,65
2016
2017,16,0,-95,4,0,-138,25,36,107
2018,25,0,-143,5,3,-208,32,27,44
2019,21,0,-134,3,0,-204,38,28,49
2020,20,1,-48,5,1,-171,29,34,29
2021,11,1,-188,5,0,-297,30,28,24
2022,9,0,-118,4,0,-182,42,35,51
2023,22,0,-180,2,1,-207,27,47,77
2024,23,0,-175,6,0,-322,21,30,19
2025,12,0,-117,5,1,-112,36,43,77
2026,15,0,-172,5,2,-297,45,31,47
2027,10,0,-154,4,0,-239,30,23,58
2028,21,0,-140,3,1,-197,26,30,55
2029,10,0,-280,3,2,-423,28,41,44
2030,21,0,-146,3,2,-295,33,36,62
2031,11,1,-123,8,1,-206,45,38,3
2032,18,0,-184,4,0,-169,26,48,90
2033,17,0,-109,2,1,-158,35,42,36
2034,20,1,-177,3,2,-286,39,40,37
2035,8,0,-167,1,0,-146,38,34,76
2036,15,0,-137,3,2,-116,28,46,78
2037,5,2,-117,3,0,-198,38,41,32
2038,6,2,-117,7,0,-224,36,31,43
2039,15,2,-99,4,0,-207,31,47,31
2040,7,0,-155,3,0,-215,31,35,49
2041,14,1,-247,6,0,-303,23,27,33
2042,10,0,-159,4,0,-225,37,43,42
2043,16,0,-151,5,0,-279,31,41,23
2044,6,1,-176,2,0,-196,35,24,53
2045,2,0,-126,4,0,-200,36,32,59
2046,17,1,-157,5,0,-249,31,41,19
