year,annual-estival-days
1987,4
1988,8
1989,22
1990,12
1991,14
1992,3
1993,0
1994,14
1995,17
1996,9
1997,33
1998,1
1999,11
2000,12
2001,13
2002,35
2003,22
2004,11
2005,15
2006,36
2007,12
2008,15
2009,13
2010,22
2011,10
2012,9
2013,17
2014,25
2015,6
2016,19
