year,hydric-deficit-winter,hydric-deficit-spring,hydric-deficit-summer,hydric-deficit-fall
1987,-3,-74,-93,32
1988,61,-251,-54,57
1989,-14,-235,-92,28
1990,377,-130,84,94
1991,75,-78,-112,188
1992,38,-217,-176,137
1993,34,-224,-36,144
1994,132,-152,-101,78
1995,59,-66,-132,94
1996,17,-61,-29,106
1997,1,-49,-79,142
1998,70,-12,23,114
1999,94,-89,-76,96
2000,26,-18,41,263
2001,63,-45,69,143
2002,177,9,-162,146
2003,-25,-43,135,122
2004,116,-107,110,163
2005,54,-124,-45,84
2006,57,-106,-28,239
2007,115,-132,157,87
2008,88,-197,30,144
2009,48,-120,-49,137
2010,62,-132,60,143
2011,51,-103,14,113
2012,60,-103,-16,160
2013,15,-123,-153,161
2014,76,-65,-33,148
2015,123,-63,-93,105
2016,76,-176,-77,115
