year,annual-hydric-deficit
1987,-138
1988,-188
1989,-313
1990,425
1991,73
1992,-218
1993,-82
1994,-43
1995,-45
1996,33
1997,14
1998,194
1999,25
2000,312
2001,230
2002,171
2003,190
2004,282
2005,-31
2006,162
2007,227
2008,66
2009,16
2010,133
2011,76
2012,102
2013,-99
2014,126
2015,72
2016,-62
