year,precipitation-winter,precipitation-spring,precipitation-summer,precipitation-fall
1987,39,169,131,78
1988,110,34,169,95
1989,49,43,156,70
1990,433,129,312,130
1991,117,148,127,228
1992,99,49,108,208
1993,99,47,202,202
1994,190,92,201,153
1995,119,175,141,144
1996,61,159,194,141
1997,59,187,193,175
1998,121,205,218,148
1999,136,138,160,125
2000,88,235,250,300
2001,104,185,286,178
2002,230,257,92,177
2003,27,209,380,162
2004,165,148,340,203
2005,111,140,197,131
2006,100,156,243,276
2007,173,142,370,125
2008,143,82,263,180
2009,90,156,181,175
2010,103,103,295,182
2011,103,175,235,156
2012,123,148,205,197
2013,68,137,101,203
2014,137,203,220,185
2015,179,176,149,151
2016,122,98,153,156
