year,annual-frozen-days
1987,131
1988,111
1989,97
1990,84
1991,96
1992,37
1993,77
1994,63
1995,117
1996,159
1997,136
1998,108
1999,119
2000,74
2001,127
2002,125
2003,114
2004,120
2005,114
2006,105
2007,82
2008,65
2009,102
2010,137
2011,89
2012,99
2013,111
2014,62
2015,68
2016,92
