year,V1,V2,V3,V9
,label V1,label V2,label V3,label V9
1987,2282,15,-587,0
1988,1950,15,-435,2
1989,1984,13,-490,0
1990,1881,12,-475,0
1991,1935,14,-635,0
1992,1957,12,-421,0
1993,1771,13,-503,0
1994,1949,12,-479,0
1995,2112,14,-541,0
1996,2106,14,-563,0
1997,1853,15,-527,0
1998,1947,14,-442,0
1999,2025,13,-515,0
2000,1931,14,-443,0
2001,1951,13,-396,0
2002,1993,14,-480,0
2003,1860,13,-429,0
2004,1972,14,-492,0
2005,1952,14,-399,0
2006,1840,12,-397,0
2007,1848,11,-442,0
2008,1944,13,-369,0
2009,2045,14,-420,1
2010,1944,13,-421,0
2011,1941,13,-441,0
2012,1881,13,-453,0
2013,1997,14,-449,0
2014,2064,14,-505,1
2015,2000,14,-445,0
2016,1785,14,-467,0
2016
2017,2163,15,-551,0
2018,2345,14,-461,0
2019,2358,16,-552,1
2020,2245,15,-547,0
2021,2306,14,-679,0
2022,2197,14,-596,1
2023,2113,13,-628,0
2024,2125,13,-620,3
2025,2121,15,-647,0
2026,2132,15,-567,0
2027,2080,13,-683,0
2028,2421,16,-601,0
2029,2117,15,-662,0
2030,2166,16,-563,0
2031,2434,15,-663,2
2032,2334,17,-483,0
2033,2268,17,-600,0
2034,2144,15,-573,0
2035,2112,15,-465,0
2036,2268,15,-518,0
2037,2307,16,-627,0
2038,2356,15,-618,0
2039,2133,13,-436,0
2040,2029,13,-500,0
2041,2155,13,-616,0
2042,2037,13,-541,1
2043,2082,13,-524,0
2044,2337,13,-663,0
2045,2166,16,-434,0
2046,2299,14,-638,0

min,1200,8,,0
max,2700,20,,8
steps,11,8,,9
decimal



