year,average-temperature-winter,average-temperature-spring,average-temperature-summer,average-temperature-fall
1987,4.9,14.4,21.1,10.4
1988,7.6,15.2,19.6,9.9
1989,7.5,15.3,20.7,11.7
1990,8.8,15.5,21.6,9.0
1991,6.9,13.4,22.0,8.6
1992,6.3,14.8,20.6,10.0
1993,7.0,15.5,19.1,9.3
1994,8.1,15.1,21.5,11.3
1995,7.5,15.3,20.4,11.3
1996,7.6,15.7,19.3,9.6
1997,9.0,16.1,21.3,11.1
1998,8.6,15.6,20.7,8.4
1999,7.4,16.1,21.7,9.1
2000,7.7,16.3,20.6,11.1
2001,9.0,15.7,20.4,9.4
2002,8.8,15.8,19.6,11.3
2003,7.0,17.9,23.5,10.3
2004,7.0,15.8,21.4,10.0
2005,5.7,16.8,20.7,9.2
2006,6.6,17.0,22.2,11.6
2007,8.1,17.0,19.9,9.0
2008,8.6,15.9,20.4,9.2
2009,6.8,16.5,21.9,10.9
2010,5.7,15.5,21.1,8.9
2011,7.5,17.2,21.1,11.7
2012,6.2,16.2,21.5,11.0
2013,6.3,13.7,21.5,10.3
2014,8.7,16.3,20.3,12.0
2015,6.8,17.1,21.0,11.7
2016,8.3,15.4,21.5,10.9
