year,F1,F3,M4
,label F1,label F3,label M4
1987,40,108,6
1988,44,119,3
1989,25,112,3
1990,28,121,4
1991,30,116,5
1992,39,116,5
1993,42,110,4
1994,46,108,4
1995,42,121,5
1996,33,112,4
1997,40,118,6
1998,33,112,6
1999,41,107,3
2000,39,113,2
2001,33,113,2
2002,29,119,6
2003,38,112,4
2004,29,132,3
2005,34,109,4
2006,34,113,3
2007,25,106,3
2008,42,116,5
2009,39,119,2
2010,42,112,4
2011,33,104,5
2012,41,120,6
2013,37,118,5
2014,26,114,3
2015,32,110,3
2016,28,105,4
2016
2017,24,111,5
2018,40,113,4
2019,23,108,6
2020,29,112,7
2021,22,107,5
2022,31,114,7
2023,24,101,7
2024,31,112,6
2025,32,113,7
2026,29,99,6
2027,42,110,8
2028,43,110,4
2029,35,105,7
2030,25,113,6
2031,29,105,6
2032,30,113,3
2033,19,104,9
2034,35,97,7
2035,36,114,4
2036,23,102,9
2037,38,103,8
2038,23,117,8
2039,25,113,8
2040,40,114,4
2041,34,102,7
2042,34,124,5
2043,41,114,4
2044,36,98,8
2045,22,103,4
2046,26,112,7

min,,70
max,,140
steps,,11
decimal


