year,annual-average-temperature
1987,12.7
1988,13.1
1989,13.8
1990,13.7
1991,12.8
1992,13.0
1993,12.8
1994,14.1
1995,13.7
1996,13.1
1997,14.4
1998,13.4
1999,13.6
2000,13.9
2001,13.7
2002,13.9
2003,14.7
2004,13.6
2005,13.2
2006,14.4
2007,13.5
2008,13.5
2009,14.1
2010,12.8
2011,14.4
2012,13.7
2013,13.0
2014,14.3
2015,14.2
2016,14.0
2017,13.9
2018,14.6
2019,14.4
2020,14.9

min,10
max,16
steps,7
decimal


