year,A1,A2,A3
,label A1,label A2,label A3
1987,76,2066,485
1988,45,2032,322
1989,53,1873,354
1990,32,2000,283
1991,38,1924,300
1992,60,2154,368
1993,29,2240,263
1994,44,2002,354
1995,67,2138,404
1996,47,2030,352
1997,40,2256,285
1998,57,2056,350
1999,30,1877,276
2000,36,2023,307
2001,46,1954,294
2002,45,2152,324
2003,38,2008,246
2004,56,2190,358
2005,50,2037,325
2006,45,2134,315
2007,41,1883,268
2008,56,2061,330
2009,58,2079,356
2010,46,2243,331
2011,55,1922,342
2012,50,2268,314
2013,71,2179,449
2014,46,1880,340
2015,34,1960,279
2016,35,2008,264
2016
2017,70,2009,468
2018,82,1968,578
2019,80,1675,606
2020,85,2044,588
2021,65,1813,515
2022,69,1954,458
2023,64,1753,456
2024,66,1929,458
2025,61,1812,430
2026,66,1697,451
2027,54,1843,415
2028,84,1832,563
2029,53,1891,410
2030,65,1890,488
2031,91,1710,605
2032,86,1767,594
2033,77,1607,506
2034,69,1901,438
2035,65,1946,474
2036,70,1758,438
2037,78,1751,528
2038,81,1760,556
2039,78,1805,525
2040,61,2051,487
2041,66,1830,462
2042,55,1998,391
2043,60,1921,446
2044,79,1737,550
2045,72,1710,482
2046,73,1722,509

min,,1200
max,,2550
steps,,10
decimal



